track_name,artist_name,COMB,artist_pop,track_pop,danceability,energy,loudness,mode,key,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms
Boss Bitch,Doja Cat,Boss BitchDoja Cat,88,78,0.707,0.955,-4.593,0,10,0.222,0.127,0,0.202,0.575,125.989,4,134240
Only Girl,Coopex,Only GirlCoopex,60,52,0.792,0.832,-4.406,0,11,0.0397,0.367,0.00164,0.198,0.186,127.983,4,146465
Tap In,Saweetie,Tap InSaweetie,73,67,0.954,0.696,-7.117,0,10,0.204,0.00576,0.000498,0.0754,0.432,100.036,4,139413
Forever,Gianni Blu,ForeverGianni Blu,46,54,0.753,0.75,-4.314,1,11,0.0817,0.00421,3.47E-05,0.0775,0.266,124.998,4,167040
Rather Be,Cabuizee,Rather BeCabuizee,40,46,0.706,0.895,-3.879,0,8,0.148,0.299,0,0.48,0.556,120.978,4,163884
Savage,Megan Thee Stallion,SavageMegan Thee Stallion,82,70,0.843,0.741,-5.609,1,11,0.334,0.0252,0,0.096,0.68,168.983,4,155497
Blueberry Faygo,Lil Mosey,Blueberry FaygoLil Mosey,70,75,0.774,0.554,-7.909,1,0,0.0383,0.207,0,0.132,0.349,99.034,4,162547
Break My Heart,Dua Lipa,Break My HeartDua Lipa,88,78,0.73,0.729,-3.434,0,4,0.0884,0.167,1.39E-06,0.349,0.467,113.011,4,221820
On My Way,Alex Alexander,On My WayAlex Alexander,46,40,0.67,0.544,-5.506,1,4,0.0252,0.0429,0,0.0926,0.772,96.039,3,200840
Astronomia,Vicetone,AstronomiaVicetone,63,60,0.653,0.945,-2.634,1,5,0.096,0.00561,0.915,0.439,0.325,126.093,4,198095
The Box,Roddy Ricch,The BoxRoddy Ricch,80,81,0.896,0.586,-6.687,0,10,0.0559,0.104,0,0.79,0.642,116.971,4,196653
What's up?,LeXxìv,What's up?LeXxìv,32,43,0.641,0.597,-7.06,1,9,0.033,0.000399,0,0.367,0.394,120.06,4,186000
Supalonely,BENEE,SupalonelyBENEE,67,72,0.863,0.631,-4.689,1,7,0.0534,0.305,3.04E-05,0.123,0.817,128.977,4,223480
Toosie Slide,Drake,Toosie SlideDrake,95,69,0.83,0.49,-8.82,0,1,0.209,0.289,3.04E-06,0.113,0.845,81.604,4,247059
Don't Start Now,Dua Lipa,Don't Start NowDua Lipa,88,79,0.794,0.793,-4.521,0,11,0.0842,0.0125,0,0.0952,0.677,123.941,4,183290
Be Kind (with Halsey),Marshmello,Be Kind (with Halsey)Marshmello,83,77,0.63,0.633,-7.088,1,4,0.0457,0.00776,0,0.0541,0.452,93.995,4,172762
Intentions (feat. Quavo),Justin Bieber,Intentions (feat. Quavo)Justin Bieber,90,77,0.806,0.546,-6.637,1,9,0.0575,0.3,0,0.102,0.874,147.986,4,212867
Old Times,Xtinctor,Old TimesXtinctor,21,38,0.581,0.718,-5.631,1,1,0.0851,0.0195,0,0.075,0.149,92.992,4,184516
"Hey, Soul Sister",LANDR,"Hey, Soul SisterLANDR",41,41,0.642,0.725,-7.89,1,11,0.0571,0.192,0,0.153,0.134,105.101,4,196583
Later Bitches,The Prince Karma,Later BitchesThe Prince Karma,50,49,0.769,0.518,-6.563,1,8,0.102,0.000573,0.108,0.342,0.504,121.116,4,247976
Life Is Good (feat. Drake),Future,Life Is Good (feat. Drake)Future,87,77,0.676,0.609,-5.831,0,2,0.481,0.0706,0,0.152,0.508,142.037,4,237735
WHATS POPPIN,Jack Harlow,WHATS POPPINJack Harlow,84,4,0.923,0.604,-6.671,0,11,0.245,0.017,0,0.272,0.826,145.062,4,139741
Let Her Go,LANDR,Let Her GoLANDR,41,44,0.712,0.803,-7.206,1,7,0.0276,0.00537,9.81E-05,0.307,0.308,120.018,4,201005
Sunday Best,Surfaces,Sunday BestSurfaces,71,77,0.878,0.525,-6.832,1,5,0.0578,0.183,0,0.0714,0.694,112.022,4,158571
DÁKITI,Dame Dame,DÁKITIDame Dame,48,47,0.726,0.815,-5.092,0,4,0.101,0.206,0,0.631,0.627,121.975,4,147367
Say So,Doja Cat,Say SoDoja Cat,88,80,0.787,0.673,-4.583,0,11,0.159,0.264,3.35E-06,0.0904,0.779,110.962,4,237893
In Your Eyes,The Weeknd,In Your EyesThe Weeknd,93,79,0.667,0.719,-5.371,0,7,0.0346,0.00285,8.10E-05,0.0736,0.717,100.021,4,237520
Falling,Trevor Daniel,FallingTrevor Daniel,66,15,0.785,0.431,-8.756,0,10,0.0364,0.123,0,0.0887,0.236,127.085,4,159382
Let It Go,Dame Dame,Let It GoDame Dame,48,38,0.769,0.796,-7.37,1,8,0.0564,0.0279,1.97E-06,0.0871,0.681,122.039,4,130286
death bed (coffee for your head),Powfu,death bed (coffee for your head)Powfu,71,82,0.726,0.431,-8.765,0,8,0.135,0.731,0,0.696,0.348,144.026,4,173333
That Way,Lil Uzi Vert,That WayLil Uzi Vert,85,62,0.719,0.611,-5.01,0,7,0.0403,0.0582,0,0.155,0.489,129.962,4,212354
Baby I'm Yours,Breakbot,Baby I'm YoursBreakbot,57,69,0.829,0.792,-3.755,0,2,0.0668,0.726,5.83E-06,0.122,0.758,118.05,4,215507
BOP,DaBaby,BOPDaBaby,82,76,0.769,0.787,-3.909,1,11,0.367,0.189,0,0.129,0.836,126.77,4,159715
OUT WEST (feat. Young Thug),JACKBOYS,OUT WEST (feat. Young Thug)JACKBOYS,65,77,0.802,0.591,-4.895,1,8,0.225,0.0104,0,0.196,0.309,139.864,4,157712
When the Sun Goes Down,Martin van Lectro,When the Sun Goes DownMartin van Lectro,39,37,0.544,0.748,-5.556,1,5,0.0865,0.0646,0,0.519,0.391,123.752,4,148999
Skechers,DripReport,SkechersDripReport,54,0,0.907,0.332,-9.828,1,1,0.0836,0.326,0.0168,0.109,0.277,99.998,4,106031
ROXANNE,Arizona Zervas,ROXANNEArizona Zervas,66,78,0.621,0.601,-5.616,0,6,0.148,0.0522,0,0.46,0.457,116.735,5,163636
Shooting Stars,Bag Raiders,Shooting StarsBag Raiders,53,0,0.649,0.716,-6.232,1,11,0.0445,0.0879,0.03,0.0824,0.503,124.968,4,235813
The Git Up,Blanco Brown,The Git UpBlanco Brown,60,3,0.847,0.678,-8.635,1,9,0.109,0.0669,0,0.274,0.811,97.984,4,200594
Payphone,Faruk Orman,PayphoneFaruk Orman,43,45,0.721,0.707,-7.953,1,11,0.224,0.563,6.40E-06,0.338,0.462,125.07,4,128825
I Don't Care (with Justin Bieber),Ed Sheeran,I Don't Care (with Justin Bieber)Ed Sheeran,90,78,0.798,0.675,-5.041,1,6,0.0442,0.0912,0,0.0894,0.842,101.956,4,219947
hot girl bummer,blackbear,hot girl bummerblackbear,80,5,0.778,0.559,-7.109,0,6,0.0776,0.128,0,0.399,0.678,129.989,1,185093
Demons,CPX,DemonsCPX,52,56,0.7,0.848,-5.473,1,8,0.217,0.317,0,0.349,0.29,124.056,4,129693
Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5,Girls Like You (feat. Cardi B) - Cardi B VersionMaroon 5,85,74,0.851,0.541,-6.825,1,0,0.0505,0.568,0,0.13,0.448,124.959,4,235545
Without Me,Halsey,Without MeHalsey,83,77,0.752,0.488,-7.05,1,6,0.0705,0.297,9.11E-06,0.0936,0.533,136.041,4,201661
Plug Walk,Rich The Kid,Plug WalkRich The Kid,67,70,0.876,0.519,-6.531,1,11,0.143,0.202,0,0.108,0.158,94.981,4,175230
California Dreaming,Jorm,California DreamingJorm,42,53,0.717,0.865,-4.126,0,1,0.0307,0.0222,0.0012,0.605,0.487,124.048,4,152323
Rockstar,Ilkay Sencan,RockstarIlkay Sencan,61,69,0.771,0.826,-3.978,1,11,0.0604,0.142,0.03,0.145,0.185,100.012,4,212280
Falling for U,Peachy!,Falling for UPeachy!,57,1,0.516,0.358,-12.018,0,8,0.424,0.743,1.30E-06,0.0813,0.397,79.509,4,124000
Lovely,Alfons,LovelyAlfons,58,45,0.504,0.677,-6.954,0,4,0.064,0.316,0.00127,0.268,0.0375,128.078,4,159023
The Less I Know The Better,Tame Impala,The Less I Know The BetterTame Impala,78,84,0.64,0.74,-4.083,1,4,0.0284,0.0115,0.00678,0.167,0.785,116.879,4,216320
Dandelions,Ruth B.,DandelionsRuth B.,75,90,0.609,0.692,-2.958,1,1,0.0259,0.0157,0,0.0864,0.454,116.959,3,233720
Jimmy Cooks (feat. 21 Savage),Drake,Jimmy Cooks (feat. 21 Savage)Drake,95,92,0.529,0.673,-4.711,1,0,0.175,0.000307,2.41E-06,0.093,0.366,165.921,4,218365
Good Looking,Suki Waterhouse,Good LookingSuki Waterhouse,64,80,0.377,0.558,-9.076,1,4,0.0299,0.0789,0.000342,0.125,0.267,149.971,3,214800
INFERNO,Sub Urban,INFERNOSub Urban,67,71,0.82,0.611,-5.02,0,9,0.122,0.0766,2.50E-05,0.0684,0.637,127.883,4,133134
Here's Your Perfect,Jamie Miller,Here's Your PerfectJamie Miller,65,77,0.558,0.454,-5.335,1,6,0.0551,0.499,0,0.146,0.424,113.12,4,158594
It's You,Sezairi,It's YouSezairi,57,73,0.63,0.456,-8.285,1,8,0.0317,0.545,0,0.114,0.166,137.915,3,251440
Take You Dancing,Jason Derulo,Take You DancingJason Derulo,80,79,0.789,0.711,-4.248,1,2,0.041,0.0332,0,0.0876,0.753,112.985,4,190306
It's Only Me - Studio Version,Kaleb J,It's Only Me - Studio VersionKaleb J,60,73,0.602,0.298,-13.333,1,4,0.0385,0.31,0,0.117,0.316,119.889,4,203076
Reckless,Madison Beer,RecklessMadison Beer,71,78,0.386,0.426,-6.642,1,3,0.0363,0.807,0,0.14,0.261,180.104,3,203385
deja vu,Olivia Rodrigo,deja vuOlivia Rodrigo,85,88,0.442,0.612,-7.222,1,2,0.112,0.584,5.70E-06,0.37,0.178,180.917,4,215507
Paradise,Bazzi,ParadiseBazzi,72,75,0.844,0.644,-6.273,0,11,0.0479,0.0828,0,0.113,0.591,122.061,4,169038
Never (feat. OMI),Marcus & Martinus,Never (feat. OMI)Marcus & Martinus,54,39,0.651,0.595,-6.889,1,8,0.179,0.279,0,0.241,0.816,116.92,5,190080
Into Your Arms (feat. Ava Max),Witt Lowry,Into Your Arms (feat. Ava Max)Witt Lowry,62,77,0.504,0.788,-4.113,0,3,0.215,0.0134,0,0.363,0.228,170.039,4,186022
Apollo,Nightcore High,ApolloNightcore High,44,61,0.483,0.611,-6.33,1,1,0.0994,0.117,0,0.111,0.325,103.308,4,150340
Dễ Đến Dễ Đi,Quang Hùng MasterD,Dễ Đến Dễ ĐiQuang Hùng MasterD,37,46,0.873,0.444,-7.139,1,10,0.0441,0.752,0.0393,0.0979,0.406,105.017,4,270048
Tutu,Camilo,TutuCamilo,80,69,0.731,0.832,-2.592,1,9,0.0503,0.273,0,0.0665,0.94,146.013,4,178613
Know Me Too Well,New Hope Club,Know Me Too WellNew Hope Club,56,59,0.75,0.698,-4.371,0,1,0.0388,0.427,0,0.0654,0.834,122.954,4,200013
Stereo Hearts (feat. Adam Levine),Gym Class Heroes,Stereo Hearts (feat. Adam Levine)Gym Class Heroes,68,63,0.646,0.795,-3.293,1,9,0.0976,0.0319,0,0.267,0.796,89.99,4,210960
#BrooklynBloodPop!,SyKo,#BrooklynBloodPop!SyKo,58,75,0.691,0.814,-3.788,0,1,0.117,0.0164,0,0.366,0.509,132.012,4,145611
So Big,Iyaz,So BigIyaz,63,52,0.697,0.688,-4.551,1,6,0.0362,0.29,0,0.308,0.666,121.962,4,199920
double take,dhruv,double takedhruv,67,6,0.654,0.434,-11.163,1,8,0.0665,0.837,0,0.216,0.223,109.069,4,171743
everything sucks,vaultboy,everything sucksvaultboy,63,76,0.76,0.371,-8.964,1,6,0.0531,0.00772,0,0.0785,0.653,138.023,4,115402
Unlock it (Lock It) - feat. Kim Petras and Jay Park,Charli XCX,Unlock it (Lock It) - feat. Kim Petras and Jay ParkCharli XCX,77,63,0.504,0.711,-5.864,1,9,0.0452,0.0585,1.83E-05,0.382,0.5,134.824,4,232933
Caroline,Aminé,CarolineAminé,69,73,0.94,0.335,-10.179,0,5,0.505,0.17,0,0.262,0.707,120.04,4,209640
Ратата,Konfuz,РататаKonfuz,51,59,0.921,0.524,-7.074,0,8,0.0569,0.172,0,0.138,0.895,129.995,4,137077
Cheating on You,Charlie Puth,Cheating on YouCharlie Puth,83,77,0.749,0.535,-6.785,1,4,0.0336,0.0131,3.65E-05,0.0982,0.601,123.042,4,196607
Levitating,Dua Lipa,LevitatingDua Lipa,88,83,0.695,0.884,-2.278,0,6,0.0753,0.0561,0,0.213,0.914,103.014,4,203808
After School,Weeekly,After SchoolWeeekly,56,72,0.634,0.928,-1.609,1,1,0.0514,0.00719,2.55E-06,0.0626,0.738,164.007,4,205373
2 Phút Hơn - KAIZ Remix,Pháo,2 Phút Hơn - KAIZ RemixPháo,46,62,0.845,0.733,-4.581,1,9,0.0566,0.0265,0.0109,0.063,0.28,128.016,4,183832
晚安晚安 (DJ版),小三金,晚安晚安 (DJ版)小三金,24,35,0.624,0.528,-6.659,1,3,0.07,0.284,0,0.0549,0.642,179.8,4,125320
Kẻ Cắp Gặp Bà Già - Remix,DJ TikTok,Kẻ Cắp Gặp Bà Già - RemixDJ TikTok,38,41,0.875,0.677,-3.441,0,3,0.0467,0.0391,0.611,0.332,0.798,128.015,4,194955
SugarCrash!,ElyOtto,SugarCrash!ElyOtto,57,1,0.745,0.74,-6.558,1,0,0.097,0.53,7.37E-05,0.0936,0.36,97.735,4,80118
Stuck in the Middle,Tai Verdes,Stuck in the MiddleTai Verdes,70,0,0.844,0.429,-9.308,1,2,0.0448,0.574,0,0.0949,0.764,119.989,4,196000
Please Don't Go,Mike Posner,Please Don't GoMike Posner,70,68,0.699,0.882,-3.896,0,4,0.0311,0.00296,0.0544,0.13,0.657,120.016,4,196813
Renai Circulation (English Cover) [2012 TV Size],Lizz Robinett,Renai Circulation (English Cover) [2012 TV Size]Lizz Robinett,52,0,0.896,0.555,-12.145,1,4,0.085,0.252,0.0143,0.109,0.772,120.013,4,91067
